$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.1,0.1,0.1,0.1,0.938
0.1,0.1,0.2,0.2,0.948
0.1,0.1,0.3,0.3,0.728
0.1,0.1,0.4,0.4,0.542
0.1,0.1,0.5,0.5,0.392
0.1,0.1,0.6,0.6,0.288
0.1,0.1,0.7,0.7,0.246
0.1,0.1,0.8,0.8,0.244
0.1,0.1,0.9,0.9,0.174
0.1,0.1,1.0,1.0,0.194
0.1,0.1,1.1,1.1,0.146
0.1,0.1,1.2,1.2,0.154
0.1,0.1,1.3,1.3,0.16
0.1,0.1,1.4,1.4,0.178
0.1,0.1,1.5,1.5,0.13
0.1,0.1,1.6,1.6,0.15
0.1,0.1,1.7,1.7,0.13
0.1,0.1,1.8,1.8,0.128
0.1,0.1,1.9,1.9,0.118
0.1,0.1,2.0,2.0,0.128
0.1,0.1,2.1,2.1,0.13
0.1,0.1,2.2,2.2,0.124
0.1,0.1,2.3,2.3,0.146
0.1,0.1,2.4,2.4,0.128
0.1,0.1,2.5,2.5,0.124
0.1,0.1,2.6,2.6,0.128
0.1,0.1,2.7,2.7,0.134
0.1,0.1,2.8,2.8,0.11
0.1,0.1,2.9,2.9,0.124
0.1,0.1,3.0,3.0,0.128
0.1,0.1,3.1,3.1,0.12
0.1,0.1,3.2,3.2,0.102
0.1,0.1,3.3,3.3,0.142
0.1,0.1,3.4,3.4,0.102
0.1,0.1,3.5,3.5,0.132
0.1,0.1,3.6,3.6,0.094
0.1,0.1,3.7,3.7,0.092
0.1,0.1,3.8,3.8,0.106
0.1,0.1,3.9,3.9,0.108
0.1,0.1,4.0,4.0,0.098
0.1,0.1,4.1,4.1,0.1
0.1,0.1,4.2,4.2,0.11
0.1,0.1,4.3,4.3,0.11
0.1,0.1,4.4,4.4,0.098
0.1,0.1,4.5,4.5,0.096
0.1,0.1,4.6,4.6,0.1
0.1,0.1,4.7,4.7,0.11
0.1,0.1,4.8,4.8,0.104
0.1,0.1,4.9,4.9,0.094
0.1,0.1,5.0,5.0,0.1
0.1,0.1,5.1,5.1,0.094
0.1,0.1,5.2,5.2,0.076
0.1,0.1,5.3,5.3,0.08
0.1,0.1,5.4,5.4,0.098
0.1,0.1,5.5,5.5,0.084
0.1,0.1,5.6,5.6,0.07
0.1,0.1,5.7,5.7,0.078
0.1,0.1,5.8,5.8,0.082
0.1,0.1,5.9,5.9,0.074
0.1,0.1,6.0,6.0,0.078
0.1,0.1,6.1,6.1,0.092
0.1,0.1,6.2,6.2,0.066
0.1,0.1,6.3,6.3,0.096
0.1,0.1,6.4,6.4,0.088
0.1,0.1,6.5,6.5,0.086
0.1,0.1,6.6,6.6,0.076
0.1,0.1,6.7,6.7,0.074
0.1,0.1,6.8,6.8,0.07
0.1,0.1,6.9,6.9,0.092
0.1,0.1,7.0,7.0,0.08
0.1,0.1,7.1,7.1,0.072
0.1,0.1,7.2,7.2,0.092
0.1,0.1,7.3,7.3,0.074
0.1,0.1,7.4,7.4,0.088
0.1,0.1,7.5,7.5,0.07
0.1,0.1,7.6,7.6,0.058
0.1,0.1,7.7,7.7,0.064
0.1,0.1,7.8,7.8,0.082
0.1,0.1,7.9,7.9,0.076
0.1,0.1,8.0,8.0,0.074
0.1,0.1,8.1,8.1,0.066
0.1,0.1,8.2,8.2,0.056
0.1,0.1,8.3,8.3,0.06
0.1,0.1,8.4,8.4,0.07
0.1,0.1,8.5,8.5,0.08
0.1,0.1,8.6,8.6,0.06
0.1,0.1,8.7,8.7,0.074
0.1,0.1,8.8,8.8,0.08
0.1,0.1,8.9,8.9,0.1
0.1,0.1,9.0,9.0,0.072
0.1,0.1,9.1,9.1,0.076
0.1,0.1,9.2,9.2,0.056
0.1,0.1,9.3,9.3,0.058
0.1,0.1,9.4,9.4,0.082
0.1,0.1,9.5,9.5,0.074
0.1,0.1,9.6,9.6,0.062
0.1,0.1,9.7,9.7,0.06
0.1,0.1,9.8,9.8,0.074
0.1,0.1,9.9,9.9,0.082
0.1,0.1,10.0,10.0,0.06
0.1,0.1,10.1,10.1,0.078
0.1,0.1,10.2,10.2,0.066
0.1,0.1,10.3,10.3,0.076
0.1,0.1,10.4,10.4,0.078
0.1,0.1,10.5,10.5,0.062
0.1,0.1,10.6,10.6,0.062
