$\mu_{h_1}$,$\mu_{h_2}$,$\mu_{x_1}$,$\mu_{x_2}$,success_rate
0.0,0.0,0.0,0.0,0.872
0.0,0.0,0.1,0.1,0.89
0.0,0.0,0.2,0.2,0.88
0.0,0.0,0.3,0.3,0.87
0.0,0.0,0.4,0.4,0.842
0.0,0.0,0.5,0.5,0.862
0.0,0.0,0.6,0.6,0.85
0.0,0.0,0.7,0.7,0.846
0.0,0.0,0.8,0.8,0.828
0.0,0.0,0.9,0.9,0.784
0.0,0.0,1.0,1.0,0.774
0.0,0.0,1.1,1.1,0.744
0.0,0.0,1.2,1.2,0.736
0.0,0.0,1.3,1.3,0.728
0.0,0.0,1.4,1.4,0.694
0.0,0.0,1.5,1.5,0.67
0.0,0.0,1.6,1.6,0.658
0.0,0.0,1.7,1.7,0.586
0.0,0.0,1.8,1.8,0.608
0.0,0.0,1.9,1.9,0.52
0.0,0.0,2.0,2.0,0.512
0.0,0.0,2.1,2.1,0.454
0.0,0.0,2.2,2.2,0.456
0.0,0.0,2.3,2.3,0.402
0.0,0.0,2.4,2.4,0.37
0.0,0.0,2.5,2.5,0.31
0.0,0.0,2.6,2.6,0.302
0.0,0.0,2.7,2.7,0.272
0.0,0.0,2.8,2.8,0.282
0.0,0.0,2.9,2.9,0.242
0.0,0.0,3.0,3.0,0.242
0.0,0.0,3.1,3.1,0.222
0.0,0.0,3.2,3.2,0.228
0.0,0.0,3.3,3.3,0.176
0.0,0.0,3.4,3.4,0.21
0.0,0.0,3.5,3.5,0.168
0.0,0.0,3.6,3.6,0.166
0.0,0.0,3.7,3.7,0.144
0.0,0.0,3.8,3.8,0.138
0.0,0.0,3.9,3.9,0.144
0.0,0.0,4.0,4.0,0.128
0.0,0.0,4.1,4.1,0.11
0.0,0.0,4.2,4.2,0.138
0.0,0.0,4.3,4.3,0.114
0.0,0.0,4.4,4.4,0.116
0.0,0.0,4.5,4.5,0.104
0.0,0.0,4.6,4.6,0.116
0.0,0.0,4.7,4.7,0.134
0.0,0.0,4.8,4.8,0.114
0.0,0.0,4.9,4.9,0.104
0.0,0.0,5.0,5.0,0.088
0.0,0.0,5.1,5.1,0.092
0.0,0.0,5.2,5.2,0.102
0.0,0.0,5.3,5.3,0.12
0.0,0.0,5.4,5.4,0.082
0.0,0.0,5.5,5.5,0.114
0.0,0.0,5.6,5.6,0.108
0.0,0.0,5.7,5.7,0.108
0.0,0.0,5.8,5.8,0.076
0.0,0.0,5.9,5.9,0.096
0.0,0.0,6.0,6.0,0.09
0.0,0.0,6.1,6.1,0.09
0.0,0.0,6.2,6.2,0.1
0.0,0.0,6.3,6.3,0.108
0.0,0.0,6.4,6.4,0.146
0.0,0.0,6.5,6.5,0.094
0.0,0.0,6.6,6.6,0.108
0.0,0.0,6.7,6.7,0.1
0.0,0.0,6.8,6.8,0.072
0.0,0.0,6.9,6.9,0.104
0.0,0.0,7.0,7.0,0.1
0.0,0.0,7.1,7.1,0.104
0.0,0.0,7.2,7.2,0.108
0.0,0.0,7.3,7.3,0.092
0.0,0.0,7.4,7.4,0.088
0.0,0.0,7.5,7.5,0.11
0.0,0.0,7.6,7.6,0.098
0.0,0.0,7.7,7.7,0.128
0.0,0.0,7.8,7.8,0.1
0.0,0.0,7.9,7.9,0.106
0.0,0.0,8.0,8.0,0.126
0.0,0.0,8.1,8.1,0.088
0.0,0.0,8.2,8.2,0.09
0.0,0.0,8.3,8.3,0.108
0.0,0.0,8.4,8.4,0.116
0.0,0.0,8.5,8.5,0.088
0.0,0.0,8.6,8.6,0.1
0.0,0.0,8.7,8.7,0.086
0.0,0.0,8.8,8.8,0.098
0.0,0.0,8.9,8.9,0.1
0.0,0.0,9.0,9.0,0.108
0.0,0.0,9.1,9.1,0.106
0.0,0.0,9.2,9.2,0.104
0.0,0.0,9.3,9.3,0.114
0.0,0.0,9.4,9.4,0.088
0.0,0.0,9.5,9.5,0.116
0.0,0.0,9.6,9.6,0.12
0.0,0.0,9.7,9.7,0.082
0.0,0.0,9.8,9.8,0.104
0.0,0.0,9.9,9.9,0.094
0.0,0.0,10.0,10.0,0.092
0.0,0.0,10.1,10.1,0.1
0.0,0.0,10.2,10.2,0.094
0.0,0.0,10.3,10.3,0.114
0.0,0.0,10.4,10.4,0.09
0.0,0.0,10.5,10.5,0.082
0.0,0.0,10.6,10.6,0.122
0.0,0.0,10.7,10.7,0.098
0.0,0.0,10.8,10.8,0.102
0.0,0.0,10.9,10.9,0.102
