$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
0.1,0.1,0.1,0.1,0.238
0.1,0.1,0.2,0.2,0.186
0.1,0.1,0.3,0.3,0.188
0.1,0.1,0.4,0.4,0.21
0.1,0.1,0.5,0.5,0.192
0.1,0.1,0.6,0.6,0.194
0.1,0.1,0.7,0.7,0.2
0.1,0.1,0.8,0.8,0.228
0.1,0.1,0.9,0.9,0.18
0.1,0.1,1.0,1.0,0.184
0.1,0.1,1.1,1.1,0.2
0.1,0.1,1.2,1.2,0.21
0.1,0.1,1.3,1.3,0.196
0.1,0.1,1.4,1.4,0.24
0.1,0.1,1.5,1.5,0.194
0.1,0.1,1.6,1.6,0.224
0.1,0.1,1.7,1.7,0.18
0.1,0.1,1.8,1.8,0.216
0.1,0.1,1.9,1.9,0.2
0.1,0.1,2.0,2.0,0.22
0.1,0.1,2.1,2.1,0.224
0.1,0.1,2.2,2.2,0.194
0.1,0.1,2.3,2.3,0.222
0.1,0.1,2.4,2.4,0.18
0.1,0.1,2.5,2.5,0.232
0.1,0.1,2.6,2.6,0.182
0.1,0.1,2.7,2.7,0.24
0.1,0.1,2.8,2.8,0.232
0.1,0.1,2.9,2.9,0.244
0.1,0.1,3.0,3.0,0.222
0.1,0.1,3.1,3.1,0.232
0.1,0.1,3.2,3.2,0.236
0.1,0.1,3.3,3.3,0.232
0.1,0.1,3.4,3.4,0.236
0.1,0.1,3.5,3.5,0.248
0.1,0.1,3.6,3.6,0.24
0.1,0.1,3.7,3.7,0.234
0.1,0.1,3.8,3.8,0.23
0.1,0.1,3.9,3.9,0.228
0.1,0.1,4.0,4.0,0.234
0.1,0.1,4.1,4.1,0.248
0.1,0.1,4.2,4.2,0.26
0.1,0.1,4.3,4.3,0.236
0.1,0.1,4.4,4.4,0.254
0.1,0.1,4.5,4.5,0.254
0.1,0.1,4.6,4.6,0.276
0.1,0.1,4.7,4.7,0.256
0.1,0.1,4.8,4.8,0.232
0.1,0.1,4.9,4.9,0.26
